1646508273 1857916052 {'positive': 1, 'negative': 0, 'total': 2}
1807928503 1776266241 {'positive': 1, 'negative': 0, 'total': 17}
1648486021 1776266241 {'positive': 1, 'negative': 0, 'total': 12}
1648517212 1776266241 {'positive': 1, 'negative': 0, 'total': 30}
1648703122 1776266241 {'positive': 1, 'negative': 0, 'total': 20}
1648744654 1776266241 {'positive': 1, 'negative': 0, 'total': 7}
1648786134 1776266241 {'positive': 1, 'negative': 0, 'total': 7}
1808775684 1776266241 {'positive': 1, 'negative': 0, 'total': 15}
1648552584 1776266241 {'positive': 0, 'negative': 1, 'total': 38}
1807981562 1776266241 {'positive': 1, 'negative': 0, 'total': 11}
1808023582 1776266241 {'positive': 1, 'negative': 0, 'total': 33}
1648700972 1776266241 {'positive': 1, 'negative': 0, 'total': 56}
1648784271 1776266241 {'positive': 2, 'negative': 0, 'total': 21}
1808805684 1776266241 {'positive': 0, 'negative': 1, 'total': 13}
1807948860 1776266241 {'positive': 1, 'negative': 0, 'total': 11}
1648595337 1776266241 {'positive': 1, 'negative': 0, 'total': 31}
1648746434 1776266241 {'positive': 1, 'negative': 0, 'total': 14}
1808863684 1776266241 {'positive': 0, 'negative': 1, 'total': 3}
1808023613 1776266241 {'positive': 0, 'negative': 1, 'total': 18}
1807967524 1776266241 {'positive': 1, 'negative': 0, 'total': 15}
1819081464 1776266241 {'positive': 2, 'negative': 0, 'total': 48}
1654648811 1776266241 {'positive': 1, 'negative': 0, 'total': 35}
1654761110 1776266241 {'positive': 1, 'negative': 0, 'total': 43}
1654798781 1776266241 {'positive': 1, 'negative': 0, 'total': 15}
1654762253 1776266241 {'positive': 2, 'negative': 1, 'total': 43}
1819932287 1776266241 {'positive': 2, 'negative': 0, 'total': 67}
1820791181 1776266241 {'positive': 1, 'negative': 0, 'total': 29}
1819137473 1776266241 {'positive': 1, 'negative': 0, 'total': 19}
1654703545 1776266241 {'positive': 1, 'negative': 0, 'total': 124}
1819106371 1776266241 {'positive': 1, 'negative': 0, 'total': 21}
1819150220 1776266241 {'positive': 1, 'negative': 0, 'total': 40}
1819952881 1776266241 {'positive': 1, 'negative': 0, 'total': 12}
1819948383 1776266241 {'positive': 0, 'negative': 1, 'total': 24}
1654764052 1776266241 {'positive': 1, 'negative': 0, 'total': 24}
1654815557 1776266241 {'positive': 0, 'negative': 1, 'total': 23}
1820052211 1776266241 {'positive': 0, 'negative': 1, 'total': 14}
1820792943 1776266241 {'positive': 0, 'negative': 1, 'total': 11}
1654653142 1776266241 {'positive': 1, 'negative': 0, 'total': 44}
1654716992 1776266241 {'positive': 1, 'negative': 0, 'total': 28}
1820019801 1776266241 {'positive': 1, 'negative': 0, 'total': 36}
1819968533 1776266241 {'positive': 1, 'negative': 1, 'total': 51}
1820052455 1776266241 {'positive': 1, 'negative': 0, 'total': 47}
1820030401 1776266241 {'positive': 3, 'negative': 0, 'total': 97}
1820024365 1776266241 {'positive': 1, 'negative': 0, 'total': 15}
1819014977 1776266241 {'positive': 1, 'negative': 0, 'total': 14}
1654702241 1776266241 {'positive': 0, 'negative': 1, 'total': 15}
1820044865 1776266241 {'positive': 0, 'negative': 1, 'total': 3}
1819960994 1776266241 {'positive': 1, 'negative': 0, 'total': 26}
1820797307 1776266241 {'positive': 0, 'negative': 1, 'total': 26}
1654871342 1776266241 {'positive': 1, 'negative': 0, 'total': 99}
1819894735 1776266241 {'positive': 2, 'negative': 0, 'total': 33}
1654879774 1776266241 {'positive': 1, 'negative': 0, 'total': 25}
1654669595 1776266241 {'positive': 1, 'negative': 0, 'total': 52}
1654658484 1776266241 {'positive': 0, 'negative': 1, 'total': 45}
1819924872 1776266241 {'positive': 1, 'negative': 0, 'total': 53}
1819101194 1776266241 {'positive': 1, 'negative': 0, 'total': 62}
1819063165 1776266241 {'positive': 2, 'negative': 0, 'total': 91}
1654672691 1776266241 {'positive': 1, 'negative': 0, 'total': 27}
1819038953 1776266241 {'positive': 0, 'negative': 1, 'total': 34}
1819061041 1776266241 {'positive': 1, 'negative': 0, 'total': 24}
1654840813 1776266241 {'positive': 0, 'negative': 1, 'total': 20}
1819908291 1776266241 {'positive': 1, 'negative': 0, 'total': 36}
1819901937 1776266241 {'positive': 1, 'negative': 0, 'total': 60}
1819940690 1776266241 {'positive': 1, 'negative': 0, 'total': 53}
1654659207 1776266241 {'positive': 1, 'negative': 0, 'total': 47}
1820029253 1776266241 {'positive': 1, 'negative': 0, 'total': 41}
1819070750 1776266241 {'positive': 1, 'negative': 0, 'total': 41}
1820014192 1776266241 {'positive': 1, 'negative': 0, 'total': 51}
1819983784 1776266241 {'positive': 1, 'negative': 0, 'total': 46}
1820024533 1776266241 {'positive': 1, 'negative': 0, 'total': 74}
1691019664 1776266241 {'positive': 1, 'negative': 0, 'total': 31}
1689165507 1776266241 {'positive': 1, 'negative': 0, 'total': 8}
1689027400 1776266241 {'positive': 1, 'negative': 0, 'total': 17}
1692755941 1776266241 {'positive': 1, 'negative': 0, 'total': 7}
1690687982 1776266241 {'positive': 0, 'negative': 1, 'total': 16}
1807928503 2045873540 {'positive': 1, 'negative': 0, 'total': 17}
1648757871 2045873540 {'positive': 1, 'negative': 0, 'total': 33}
1819896475 2045873540 {'positive': 2, 'negative': 0, 'total': 92}
1807935115 2364790652 {'positive': 1, 'negative': 0, 'total': 28}
1819088363 2364790652 {'positive': 0, 'negative': 1, 'total': 31}
1654764004 2364790652 {'positive': 0, 'negative': 2, 'total': 49}
1818997667 2364790652 {'positive': 1, 'negative': 0, 'total': 5}
1819138363 2364790652 {'positive': 2, 'negative': 0, 'total': 90}
1820000443 2364790652 {'positive': 1, 'negative': 0, 'total': 59}
1820044605 2364790652 {'positive': 1, 'negative': 0, 'total': 103}
1820041880 2364790652 {'positive': 1, 'negative': 0, 'total': 67}
1654830640 2364790652 {'positive': 1, 'negative': 1, 'total': 65}
1819082467 2364790652 {'positive': 1, 'negative': 0, 'total': 47}
1654725222 2364790652 {'positive': 0, 'negative': 1, 'total': 134}
1654701023 2364790652 {'positive': 1, 'negative': 0, 'total': 32}
1654760247 2364790652 {'positive': 1, 'negative': 0, 'total': 56}
1819953807 2364790652 {'positive': 0, 'negative': 1, 'total': 80}
1690741403 2364790652 {'positive': 1, 'negative': 0, 'total': 29}
1808040770 2047893792 {'positive': 1, 'negative': 0, 'total': 11}
1648657153 2047893792 {'positive': 1, 'negative': 0, 'total': 28}
1648552584 2047893792 {'positive': 0, 'negative': 1, 'total': 38}
1819911831 2047893792 {'positive': 1, 'negative': 0, 'total': 70}
1654870510 2047893792 {'positive': 1, 'negative': 0, 'total': 46}
1820041880 2047893792 {'positive': 1, 'negative': 0, 'total': 67}
1819891077 2047893792 {'positive': 0, 'negative': 1, 'total': 30}
1654851591 2047893792 {'positive': 1, 'negative': 0, 'total': 63}
1819066127 2047893792 {'positive': 1, 'negative': 0, 'total': 43}
1820056307 2047893792 {'positive': 1, 'negative': 0, 'total': 71}
1819033803 2047893792 {'positive': 1, 'negative': 0, 'total': 24}
1654792187 2047893792 {'positive': 1, 'negative': 0, 'total': 70}
1819975811 2047893792 {'positive': 1, 'negative': 0, 'total': 106}
1654750661 2047893792 {'positive': 0, 'negative': 1, 'total': 76}
1819985622 2047893792 {'positive': 1, 'negative': 0, 'total': 53}
1820003900 2047893792 {'positive': 1, 'negative': 0, 'total': 46}
1654691057 2047893792 {'positive': 1, 'negative': 0, 'total': 55}
1819912211 2047893792 {'positive': 1, 'negative': 0, 'total': 25}
1654829870 2047893792 {'positive': 1, 'negative': 0, 'total': 68}
1819069085 2047893792 {'positive': 0, 'negative': 1, 'total': 13}
1654767921 2047893792 {'positive': 1, 'negative': 0, 'total': 58}
1819957837 2047893792 {'positive': 0, 'negative': 1, 'total': 34}
1689010900 2047893792 {'positive': 0, 'negative': 1, 'total': 25}
1689184247 2047893792 {'positive': 0, 'negative': 1, 'total': 26}
1689131454 2047893792 {'positive': 0, 'negative': 1, 'total': 16}
1690752627 2047893792 {'positive': 1, 'negative': 0, 'total': 11}
1648547144 1193725273 {'positive': 0, 'negative': 1, 'total': 23}
1808798324 1193725273 {'positive': 1, 'negative': 0, 'total': 13}
1807948860 1193725273 {'positive': 0, 'negative': 1, 'total': 11}
1808820804 1193725273 {'positive': 1, 'negative': 0, 'total': 17}
1648531812 1193725273 {'positive': 1, 'negative': 0, 'total': 30}
1648452834 1193725273 {'positive': 0, 'negative': 1, 'total': 8}
1819114081 1193725273 {'positive': 0, 'negative': 1, 'total': 88}
1819928980 1193725273 {'positive': 2, 'negative': 1, 'total': 54}
1654754317 1193725273 {'positive': 0, 'negative': 1, 'total': 45}
1819014977 1193725273 {'positive': 0, 'negative': 1, 'total': 14}
1818992253 1193725273 {'positive': 1, 'negative': 0, 'total': 15}
1654863421 1193725273 {'positive': 1, 'negative': 0, 'total': 58}
1654821835 1193725273 {'positive': 3, 'negative': 0, 'total': 40}
1654730004 1193725273 {'positive': 1, 'negative': 0, 'total': 69}
1820014192 1193725273 {'positive': 1, 'negative': 0, 'total': 51}
1819974305 1193725273 {'positive': 0, 'negative': 1, 'total': 44}
1654824974 1193725273 {'positive': 1, 'negative': 0, 'total': 116}
1654708892 1193725273 {'positive': 1, 'negative': 0, 'total': 50}
1654811707 1193725273 {'positive': 0, 'negative': 1, 'total': 68}
1820042092 1193725273 {'positive': 3, 'negative': 0, 'total': 86}
1654784075 1193725273 {'positive': 1, 'negative': 0, 'total': 55}
1654667045 1193725273 {'positive': 1, 'negative': 0, 'total': 126}
1819983531 1193725273 {'positive': 0, 'negative': 1, 'total': 48}
1820001871 1193725273 {'positive': 1, 'negative': 0, 'total': 56}
1820039743 1193725273 {'positive': 1, 'negative': 0, 'total': 58}
1654742490 1193725273 {'positive': 1, 'negative': 0, 'total': 46}
1654728294 1193725273 {'positive': 1, 'negative': 0, 'total': 66}
1654750661 1193725273 {'positive': 1, 'negative': 0, 'total': 76}
1654770790 1193725273 {'positive': 1, 'negative': 0, 'total': 70}
1654786884 1193725273 {'positive': 1, 'negative': 0, 'total': 57}
1819978354 1193725273 {'positive': 1, 'negative': 0, 'total': 37}
1654797042 1193725273 {'positive': 0, 'negative': 1, 'total': 17}
1689143645 1193725273 {'positive': 0, 'negative': 1, 'total': 21}
1690940484 1193725273 {'positive': 0, 'negative': 1, 'total': 36}
1648435953 1892480297 {'positive': 1, 'negative': 0, 'total': 37}
1648556820 1892480297 {'positive': 1, 'negative': 0, 'total': 30}
1648433544 1892480297 {'positive': 0, 'negative': 1, 'total': 19}
1654680417 1892480297 {'positive': 2, 'negative': 0, 'total': 164}
1654754463 1892480297 {'positive': 2, 'negative': 1, 'total': 136}
1654790250 1892480297 {'positive': 1, 'negative': 0, 'total': 67}
1807992530 1223178222 {'positive': 1, 'negative': 0, 'total': 37}
1819021583 1223178222 {'positive': 1, 'negative': 0, 'total': 70}
1819894443 1223178222 {'positive': 2, 'negative': 0, 'total': 53}
1819958532 1223178222 {'positive': 1, 'negative': 0, 'total': 56}
1654643454 1223178222 {'positive': 1, 'negative': 0, 'total': 52}
1819968260 1223178222 {'positive': 0, 'negative': 1, 'total': 27}
1690741403 1223178222 {'positive': 1, 'negative': 0, 'total': 29}
1690692972 1223178222 {'positive': 1, 'negative': 0, 'total': 53}
1692723353 1223178222 {'positive': 1, 'negative': 0, 'total': 17}
1692841441 1223178222 {'positive': 1, 'negative': 1, 'total': 22}
1688998482 1223178222 {'positive': 0, 'negative': 1, 'total': 8}
1692715610 1223178222 {'positive': 1, 'negative': 0, 'total': 2}
1807986404 2307724747 {'positive': 1, 'negative': 0, 'total': 69}
1808823354 2307724747 {'positive': 0, 'negative': 1, 'total': 31}
1648450797 1415883092 {'positive': 1, 'negative': 0, 'total': 9}
1648486021 1415883092 {'positive': 0, 'negative': 1, 'total': 12}
1648538504 1415883092 {'positive': 0, 'negative': 1, 'total': 14}
1808007600 1415883092 {'positive': 1, 'negative': 0, 'total': 5}
1808020857 1415883092 {'positive': 1, 'negative': 0, 'total': 24}
1808044720 1415883092 {'positive': 1, 'negative': 0, 'total': 16}
1808064650 1415883092 {'positive': 0, 'negative': 1, 'total': 13}
1648733907 1415883092 {'positive': 1, 'negative': 1, 'total': 34}
1808798322 1415883092 {'positive': 0, 'negative': 1, 'total': 29}
1808813260 1415883092 {'positive': 1, 'negative': 0, 'total': 7}
1654669595 1415883092 {'positive': 1, 'negative': 0, 'total': 52}
1654696652 1415883092 {'positive': 1, 'negative': 0, 'total': 57}
1654746815 1415883092 {'positive': 0, 'negative': 1, 'total': 59}
1654780317 1415883092 {'positive': 0, 'negative': 1, 'total': 45}
1819955353 1415883092 {'positive': 1, 'negative': 0, 'total': 70}
1819985622 1415883092 {'positive': 1, 'negative': 0, 'total': 53}
1820034563 1415883092 {'positive': 1, 'negative': 0, 'total': 39}
1808017341 2681101835 {'positive': 1, 'negative': 0, 'total': 1}
1808073602 2142488127 {'positive': 1, 'negative': 0, 'total': 2}
1819080883 2142488127 {'positive': 1, 'negative': 0, 'total': 34}
1819050445 2142488127 {'positive': 2, 'negative': 0, 'total': 11}
1819059043 2142488127 {'positive': 1, 'negative': 0, 'total': 69}
1654793254 2142488127 {'positive': 1, 'negative': 1, 'total': 190}
1654626781 2142488127 {'positive': 1, 'negative': 0, 'total': 23}
1654678483 2142488127 {'positive': 1, 'negative': 0, 'total': 16}
1690744391 2142488127 {'positive': 0, 'negative': 1, 'total': 7}
1690620440 2142488127 {'positive': 1, 'negative': 0, 'total': 39}
1807986404 1235440077 {'positive': 0, 'negative': 1, 'total': 69}
1654787297 1235440077 {'positive': 0, 'negative': 1, 'total': 22}
1691011762 1235440077 {'positive': 1, 'negative': 0, 'total': 20}
1807995200 2191247237 {'positive': 1, 'negative': 0, 'total': 16}
1648437932 1801611660 {'positive': 1, 'negative': 0, 'total': 55}
1648561311 1801611660 {'positive': 0, 'negative': 1, 'total': 26}
1808017171 1801611660 {'positive': 1, 'negative': 0, 'total': 11}
1648650097 1801611660 {'positive': 1, 'negative': 0, 'total': 27}
1808856364 1801611660 {'positive': 1, 'negative': 0, 'total': 22}
1820060305 1801611660 {'positive': 0, 'negative': 1, 'total': 93}
1690660144 1801611660 {'positive': 0, 'negative': 1, 'total': 35}
1690936281 1801611660 {'positive': 0, 'negative': 1, 'total': 7}
1808023290 2240445013 {'positive': 1, 'negative': 0, 'total': 16}
1648595337 2240445013 {'positive': 1, 'negative': 0, 'total': 31}
1808795650 2240445013 {'positive': 1, 'negative': 0, 'total': 13}
1808839250 2240445013 {'positive': 1, 'negative': 0, 'total': 34}
1654663777 2240445013 {'positive': 0, 'negative': 1, 'total': 21}
1819072452 2240445013 {'positive': 1, 'negative': 0, 'total': 22}
1654677310 2240445013 {'positive': 1, 'negative': 0, 'total': 44}
1819888393 2240445013 {'positive': 0, 'negative': 1, 'total': 17}
1819928333 2240445013 {'positive': 1, 'negative': 0, 'total': 128}
1689066070 2240445013 {'positive': 1, 'negative': 0, 'total': 75}
1690782185 2240445013 {'positive': 0, 'negative': 1, 'total': 72}
1648642294 1764105342 {'positive': 0, 'negative': 2, 'total': 23}
1808833874 1764105342 {'positive': 3, 'negative': 2, 'total': 51}
1648423821 1764105342 {'positive': 2, 'negative': 0, 'total': 7}
1648556970 1764105342 {'positive': 0, 'negative': 1, 'total': 10}
1648638123 1764105342 {'positive': 1, 'negative': 0, 'total': 22}
1648650097 1764105342 {'positive': 0, 'negative': 1, 'total': 27}
1648737851 1764105342 {'positive': 1, 'negative': 0, 'total': 22}
1648481217 1764105342 {'positive': 1, 'negative': 1, 'total': 18}
1648771254 1764105342 {'positive': 0, 'negative': 1, 'total': 41}
1648398255 1764105342 {'positive': 0, 'negative': 1, 'total': 7}
1648421191 1764105342 {'positive': 1, 'negative': 0, 'total': 67}
1808063410 1764105342 {'positive': 1, 'negative': 0, 'total': 10}
1648771961 1764105342 {'positive': 2, 'negative': 0, 'total': 22}
1807982150 1764105342 {'positive': 1, 'negative': 0, 'total': 18}
1808049742 1764105342 {'positive': 1, 'negative': 0, 'total': 13}
1819150911 1764105342 {'positive': 2, 'negative': 0, 'total': 74}
1819957837 1764105342 {'positive': 1, 'negative': 0, 'total': 34}
1654803004 1764105342 {'positive': 2, 'negative': 0, 'total': 44}
1654683274 1764105342 {'positive': 1, 'negative': 0, 'total': 92}
1654686373 1764105342 {'positive': 1, 'negative': 0, 'total': 115}
1654704585 1764105342 {'positive': 1, 'negative': 0, 'total': 18}
1654708892 1764105342 {'positive': 0, 'negative': 1, 'total': 50}
1654782224 1764105342 {'positive': 2, 'negative': 0, 'total': 68}
1656268402 1764105342 {'positive': 2, 'negative': 0, 'total': 26}
1819135397 1764105342 {'positive': 1, 'negative': 0, 'total': 32}
1654697012 1764105342 {'positive': 1, 'negative': 0, 'total': 41}
1654791141 1764105342 {'positive': 1, 'negative': 0, 'total': 38}
1654840475 1764105342 {'positive': 1, 'negative': 0, 'total': 31}
1654842270 1764105342 {'positive': 0, 'negative': 1, 'total': 43}
1819065697 1764105342 {'positive': 1, 'negative': 0, 'total': 77}
1819947804 1764105342 {'positive': 1, 'negative': 0, 'total': 114}
1819928333 1764105342 {'positive': 1, 'negative': 0, 'total': 128}
1654777503 1764105342 {'positive': 1, 'negative': 0, 'total': 99}
1654799492 1764105342 {'positive': 1, 'negative': 0, 'total': 85}
1689066070 1764105342 {'positive': 1, 'negative': 0, 'total': 75}
1689132651 1764105342 {'positive': 2, 'negative': 0, 'total': 4}
1689001851 1764105342 {'positive': 1, 'negative': 0, 'total': 30}
1689100580 1764105342 {'positive': 1, 'negative': 0, 'total': 11}
1689143952 1764105342 {'positive': 1, 'negative': 0, 'total': 23}
1690660144 1764105342 {'positive': 1, 'negative': 1, 'total': 35}
1688974433 1764105342 {'positive': 1, 'negative': 0, 'total': 31}
1689131790 1764105342 {'positive': 0, 'negative': 1, 'total': 4}
1690631604 1764105342 {'positive': 0, 'negative': 1, 'total': 3}
1690724271 1764105342 {'positive': 0, 'negative': 1, 'total': 37}
1692723353 1764105342 {'positive': 1, 'negative': 0, 'total': 17}
1692724263 1764105342 {'positive': 1, 'negative': 0, 'total': 18}
1692782064 1764105342 {'positive': 0, 'negative': 1, 'total': 16}
1692841441 1764105342 {'positive': 1, 'negative': 0, 'total': 22}
1808855992 1914452112 {'positive': 0, 'negative': 1, 'total': 7}
1808008002 1914452112 {'positive': 1, 'negative': 0, 'total': 12}
1654850093 1914452112 {'positive': 1, 'negative': 0, 'total': 59}
